Item_ID	Sentence	Partitive	SentenceLength
125518:87	some, some places, um, start them as early as, i think, well, some, some places take them as infants, i guess 0 *t*-1, you know, like eight weeks, even.	no	29
125523:79	a friend of mine who *t*-1's a nurse is, was telling about a wonderful new place that *t*-2 opened some place in, on fifteenth street,	no	26
125531:15	you know, some places just specialize in just real little ones	no	11
125585:7	and some days he doesn't,	no	6
125616:45	i think 0 you feel better, too, if you get on some program like that,	no	15
125631:19	but um, there are some parts during that exercise that i think, i can not do another second of this *t*-1.	no	21
125636:58	i know 0 it, it, it, some of it is so tough	yes	12
125819:79	next, next car 0 i get *t*-1's going *-2 to be a four door *ich*-3 too. something with some room.	no	21
125891:58	i've got where now i can hit it in, in the air some of the time *t*-1.	yes	18
125907:106	well, that i, i guess 0 that's what i need *-1 to do *t*-2 is, is * get some kind of lessons or something.	no	25
126073:18	i guess 0 in some cases they just consider *-1 pickup your, your phone and, and, and not let you use your phone for a while whether you hang up on them or not.	no	34
126077:43	um, but i thought 0 i saw something about it having some kind of provision that people could specify that their phones were not for commercial using	no	27
126086:11	uh, some of mumblex did too.	yes	6
126180:11	uh, some of that unfortunately is legal.	yes	7
126185:29	but is it a legal, uh, solution for some companies.	no	10
126329:17	som-, some kids are so spoiled nowadays	no	7
126335:16	and they just see some really tiny modest wood frame homes	no	11
126357:64	sometimes i wish 0 we'd help them out instead of *-1 going all across the world, and helping some countries 0 i never even heard of *t*-2.	no	28
126487:26	e-, even in some families some people talk a little bit different.	no	12
126487:31	e-, even in some families some people talk a little bit different.	no	12
126736:18	i can associate with some of the people in that movie because of the young students 0 i see *t*-1 over at the medical school.	yes	25
126822:34	but, probably once a month or so, there was some reason that i would have *-1 to put on a suit *t*-2. for a customer presentation or something.	no	28
126893:8	and some of these mini skirts, you know, are worse than shorts ever thought about *-1 being *?*.	yes	19
127074:72	i've, i've heard 0 they're, i hear 0 you have some problems.	no	15
127180:32	oh, i, i know some of the people.	yes	8
127319:33	i've, i've done some water exercises,	no	8
127331:34	you don't go out when it's twenty some odd degrees *t*-1, go out to the swimming pool.	no	19
127487:16	not enough stories with some substance that you can really get into *t*-1.	no	13
127632:40	so i don't, i don't know some of those shows now, like i used *-1 to *?*.	yes	20
127759:25	i mean, they'll have some things *ich*-1 in there that *t*-2 almost, almost, you know, like supernatural, or something, you know,	no	22
127907:10	occasionally, some ice skating will come on, on a sunday or during the olympics	no	14
128082:18	but if you do some basic exercises and you say every morning, just like * brushing your teeth you're going *-1 to spend fifteen minutes or a half hour.	no	30
128203:27	and then you go *-1 to read some order book or something	no	12
128211:32	uh, i suppose 0 things, some things well happen slowly simply by * having it taught *-1 in the schools more to the extent that that's happening, * having a new generation *ich*-3 come up that *t*-2's more used to it.	no	43
128271:12	they have some of those in ohio.	yes	7
128574:17	but, did they have some pretty good special effects?	no	9
128653:11	they have some good management principals in this new generation.	no	10
128741:28	what do you feel 0 *t*-1 are some of the main problems?	yes	12
129152:27	i'm going *-1 to look into some other fields.	no	10
129591:19	so, we might have some cocktails *ich*-1 ahead of time and maybe some, uh, some dip, uh, some cheese.	no	19
129591:60	so, we might have some cocktails *ich*-1 ahead of time and maybe some, uh, some dip, uh, some cheese.	no	19
129591:75	so, we might have some cocktails *ich*-1 ahead of time and maybe some, uh, some dip, uh, some cheese.	no	19
129592:38	one of our favorites is, uh, * to take some, * let's see philadelphia cream cheese i think, is that what *t*-1 comes in those little blocks? and pour cocktail sauce over the top of it and then get these little canned shrimp and, uh, wash them and cool them and then dump them in the, uh, sauce and then take crackers	no	63
129714:43	and, uh, so we've done that for quite some time,	no	11
129744:37	although just, just about a week ago some of my volunteer mothers that, uh, *t*-1 work in the library for me said 0 they hadn't gotten theirs.	yes	28
129782:55	i do news, mostly newspapers and, uh, plastic two liter diet coke bottles. and aluminum cans some,	no	17
129820:27	well, i guess 0 there are some places, uh, in the north, in particular that, uh, *t*-1 have a real definite way of * encouraging you to recycle	no	28
129842:12	what are some of the things 0 they don't recycle *t*-1 *t*-2.	yes	13
130539:29	and i mostly went to germany and visited some friends of my family and, uh, hung out with them, worked a bit on one of their farms and also went to a youth camp.	no	34
130609:46	uh, the closest thing 0 i did *t*-1 was * go to some like, uh, restored castles and stuff.	no	19
130613:26	that, there is some on that west coast of france	no	10
130779:110	what, what *t*-1 really works, uh, at least down here is, if there is, if there is some, e-, even some money 0 * basically to take care of the gas 0 * to recycle it *t*-4 *t*-5, you know what i mean *t*-2, then people tend *-3 to do it.	no	51
130800:49	and, uh, so, you know, if there are some energy savings or if there is some significant savings, anything that they can pass *t*-1 on to the consumer, you know,	no	30
130800:69	and, uh, so, you know, if there are some energy savings or if there is some significant savings, anything that they can pass *t*-1 on to the consumer, you know,	no	30
130831:73	and one way that we do it sort of in, in iowa *t*-1 is that we can take some of our clothes to the consignment shops.	yes	26
130945:16	well, we have some very nice hou-, homes here in this area.	no	12
130983:8	but some of those are pretty big.	yes	7
131019:41	and, i guess 0 he, he did some crazy thing *-1 to get some extra money from the bank and then ran away, type of deal.	no	26
131019:58	and, i guess 0 he, he did some crazy thing *-1 to get some extra money from the bank and then ran away, type of deal.	no	26
131026:14	and, so, some were vacant for quite a while before they, you know, they finally sold them because there were so many.	no	22
131113:19	well, we do to some degree	no	6
131302:38	so, uh, it *exp*-1 would be kind of exciting in some ways * to, to see a little bit more of that	no	22
131303:7	and some ways, it might be kind of scary.	no	9
131544:12	especially in some of these schools around here, i think 0 they have about twenty percent older students.	yes	18
131550:15	i've seen some people that *t*-1 are really quite up there you know	no	14
131658:35	* are going *-1 to have *-2 to solve some of the problem, huh.	yes	14
131749:37	i probably need *-1 to take some, some more lessons, uh, more current and, uh, and practice more often.	no	19
132170:17	and there's probably some truth to that.	no	8
132413:27	like, * try *-1 to get some place and exercise from five to six,	no	14
132424:22	well, i know, 0 some people go during lunch,	no	9
132476:19	it beats memberships at some of these clubs.	yes	8
132716:168	and then you just dip the carcass in, uh, boiling water, pull it out, and there's a, we use a little raspy brush, 0 *t*-1 pulls the hair off, and, uh, gut it, and, uh, just stick it down in a pit with some cloves and, uh, some pineapple, about three pineapples, you know, * sliced them up, and, uh, cover him up with, uh, wet, uh, sacks, feed sacks is what i usually use *t*-2 and then start a charcoal fire on top of him.	no	87
132716:182	and then you just dip the carcass in, uh, boiling water, pull it out, and there's a, we use a little raspy brush, 0 *t*-1 pulls the hair off, and, uh, gut it, and, uh, just stick it down in a pit with some cloves and, uh, some pineapple, about three pineapples, you know, * sliced them up, and, uh, cover him up with, uh, wet, uh, sacks, feed sacks is what i usually use *t*-2 and then start a charcoal fire on top of him.	no	87
132952:6	some of the cars that i got *t*-1 were like the toyota camry and the nissan maxima and some of the competitors	yes	22
132952:58	some of the cars that i got *t*-1 were like the toyota camry and the nissan maxima and some of the competitors	yes	22
133032:24	um, and it really saved us some big money once.	no	10
133248:14	i certainly have some ideas since i'm studying it now in college.	no	13
